Date,Team,Agent,Calls_Handled,SLA_Percentage,AHT_Seconds,CSAT,Escalated_Cases,Resolution_Rate
2025-01-07,Team C,Nicole,56,91.08,299,4.5,1,95.34
2025-08-12,Team A,Chris,80,92.59,307,4.58,0,93.96
2025-10-07,Team D,Grace,84,90.71,257,4.38,1,95.58
2025-08-29,Team B,John,88,96.21,329,4.35,1,96.43
2025-06-29,Team C,Alex,89,92.33,365,4.42,1,95.03
2025-05-19,Team D,Lisa,81,92.42,348,4.43,3,100
2025-05-02,Team C,Sophia,67,96.11,331,4,3,96.4
2025-09-12,Team A,Michael,93,91.86,382,5,2,94.81
2025-04-12,Team B,Michael,84,95.07,377,4.18,3,95.23
2025-01-24,Team D,Daniel,77,90.07,266,4.45,3,97.54
2025-03-09,Team A,Chris,105,94.7,293,4.57,3,95.95
2025-04-06,Team B,Grace,90,90.86,384,4.41,4,96.27
2025-06-05,Team D,Grace,84,94.36,313,4.42,2,97.21
2025-06-28,Team C,Emma,92,89.57,289,4.31,2,100
2025-09-22,Team C,Alex,107,92.85,273,4.46,3,94.69
2025-01-31,Team D,Grace,81,90.35,360,4.83,2,95.9
2025-01-14,Team C,Grace,69,91.06,303,4.32,5,96.83
2025-02-11,Team B,Michael,90,92.64,296,4.82,0,97.5
2025-02-23,Team B,Lisa,67,91.54,345,3.78,2,99.71
2025-01-17,Team D,Sophia,98,88.96,396,4.25,3,94.86
2025-05-27,Team B,Grace,98,94.12,358,4.7,1,95.32
2025-01-26,Team D,David,79,93.22,390,4.46,4,94.1
2025-06-04,Team B,Mary,82,96.53,213,4.65,0,91.65
2025-07-31,Team B,Sarah,74,91.14,310,4.42,1,92.75
2025-11-26,Team A,Ryan,119,94.74,310,4.6,2,99.12
2025-06-08,Team A,Mary,82,95.82,201,4.6,2,99.9
2025-03-12,Team D,Alex,70,88.13,266,4.74,1,95.78
2025-08-18,Team A,Emma,93,94.25,365,4.21,1,94.15
2025-03-18,Team B,Kevin,68,98.31,345,4.5,3,95.59
2025-07-07,Team A,Michael,83,94.32,399,4.33,1,96.84
2025-07-28,Team A,Daniel,100,89.68,336,4.75,1,94.02
2025-03-31,Team B,Lisa,59,87.53,319,4.03,2,96.54
2025-12-02,Team C,Lisa,97,89.49,325,4.38,1,99.73
2025-04-15,Team B,Sarah,89,88.43,391,4.21,2,94.21
2025-10-26,Team C,John,108,94.39,356,4.39,2,100
2025-04-21,Team A,John,101,97.64,345,4.2,5,96.78
2025-03-10,Team A,Nicole,115,91.47,343,4.48,1,97.52
2025-10-17,Team A,Amy,74,92.6,325,4.98,1,95.27
2025-02-18,Team D,Emma,74,87.52,374,4.4,1,97.67
2025-12-23,Team C,Chris,74,98.8,451,4.56,5,91.81
2025-02-02,Team D,Michael,92,90.82,398,4.38,5,95.6
2025-09-13,Team A,Aaron,79,96,248,4.3,1,95.3
2025-02-03,Team C,Sophia,79,89.65,339,4.25,0,97.52
2025-10-05,Team A,Olivia,89,96.9,310,4.35,3,96.48
2025-07-24,Team D,Chris,109,91.96,263,4.23,3,96.14
2025-02-25,Team A,John,85,96.78,225,4.47,3,95.67
2025-04-18,Team D,John,101,89.07,360,5,3,98.21
2025-05-08,Team A,Alex,95,90.63,416,4.14,3,96.08
2025-10-07,Team A,Nicole,101,92.13,282,4.17,2,90.73
2025-02-20,Team D,Aaron,86,92.97,281,4.33,4,94.87
2025-03-05,Team B,David,88,94.43,231,4.31,2,97.17
2025-10-20,Team D,Sarah,95,91.56,347,4.5,2,99.65
2025-02-19,Team D,Sarah,104,96.11,330,4.41,1,96.41
2025-08-24,Team B,Chris,59,90.67,211,4.39,2,93.54
2025-05-16,Team D,Kevin,126,97.66,248,4.12,2,95.79
2025-01-02,Team C,Kevin,97,95.8,321,4.22,2,93.28
2025-04-13,Team A,Alex,109,89.47,255,3.95,0,97.26
2025-02-24,Team C,Mary,82,89.7,379,4.34,2,93.21
2025-11-23,Team A,Mary,105,92.35,345,4.54,2,98.43
2025-06-17,Team D,David,82,89.68,348,4.63,1,93.85
2025-12-28,Team A,Nicole,79,92.64,225,4.38,1,94.49
2025-05-07,Team A,Sophia,107,90.57,282,4.6,2,98.76
2025-11-04,Team B,Sarah,101,85.54,297,4.2,1,97.11
2025-05-14,Team D,Kevin,58,96.41,309,4.41,2,97.35
2025-11-09,Team B,Mary,99,97.42,331,4.28,3,97.18
2025-02-02,Team C,Olivia,89,91.98,257,4.04,1,97.41
2025-05-20,Team A,Emma,79,92.52,310,4.2,4,97.75
2025-10-20,Team C,Rachel,86,91.16,317,4.09,1,95.07
2025-01-18,Team B,Chris,73,90.03,341,4.72,0,96.33
2025-11-15,Team B,Ryan,71,97.42,368,4.28,1,98.61
2025-12-23,Team B,Sophia,78,86.13,258,4.26,2,97.72
2025-03-16,Team C,Aaron,77,94.23,258,4.76,0,96.69
2025-01-21,Team B,Chris,72,91.61,307,5,3,95.09
2025-08-22,Team B,Daniel,99,89.21,358,4.44,1,96.66
2025-02-02,Team C,Aaron,71,90.57,346,4.57,1,94.94
2025-10-27,Team C,Kevin,79,93.74,341,4.77,3,95.19
2025-05-18,Team A,Sarah,108,94.17,380,4.4,1,96.16
2025-01-29,Team A,Jason,111,94.54,395,4.5,2,100
2025-04-19,Team C,Lisa,57,92.68,314,4.67,1,98.51
2025-11-27,Team A,Rachel,104,92.12,330,4.67,1,90.36
2025-03-17,Team B,Mary,87,95.26,325,4.57,1,94.19
2025-03-01,Team C,Lisa,73,90.53,378,4.11,1,96.91
2025-02-18,Team B,Daniel,105,94.16,297,4.42,0,93.96
2025-06-06,Team A,Sarah,89,90.25,259,4.55,6,96.37
2025-04-01,Team C,Rachel,69,92.69,320,4.64,1,94.26
2025-12-12,Team C,Rachel,94,92.91,309,4.13,3,92.01
2025-06-13,Team D,Emma,77,96.93,384,4.15,1,94.36
2025-05-25,Team C,Olivia,47,91.74,341,4.87,2,92.47
2025-02-21,Team B,Grace,101,95.28,336,4.18,4,95.17
2025-10-31,Team C,Lisa,53,90.36,399,4.68,2,96.81
2025-04-05,Team D,Lisa,97,90.01,368,4.11,1,93.4
2025-10-03,Team D,Rachel,88,86.88,352,4.7,0,92.07
2025-05-04,Team B,Jason,101,92.25,309,5,1,96.52
2025-09-23,Team A,Sarah,101,94.89,313,4.35,0,97.34
2025-09-19,Team C,Olivia,67,90.53,377,4.67,1,93.92
2025-10-15,Team D,Ryan,75,93.24,247,4.42,1,94.96
2025-04-22,Team D,Grace,82,96.74,363,4.85,3,95.85
2025-11-11,Team B,David,78,94,373,4.71,2,96.87
2025-08-24,Team D,Lisa,119,88.15,278,4.61,2,95.14
2025-12-10,Team D,Lisa,95,95.77,314,3.93,0,92.57
2025-07-13,Team B,Michael,101,91.51,304,4.45,5,95.47
2025-12-13,Team B,Sophia,56,93.23,354,4.13,0,95.73
2025-04-25,Team A,Amy,77,96.67,327,4.39,0,95.13
2025-04-13,Team A,Olivia,95,95.4,293,4.89,2,97.65
2025-10-02,Team C,Michael,106,96.18,254,4.38,4,95.04
2025-11-13,Team C,Chris,81,97.86,233,4.03,2,96.89
2025-03-11,Team A,Sarah,68,91.25,319,4.43,3,94.08
2025-06-02,Team B,Kevin,91,95.23,279,3.94,1,99.45
2025-08-07,Team A,Rachel,84,88.72,411,4.17,4,96.48
2025-03-18,Team B,Sophia,85,98.06,336,4.37,5,97.18
2025-05-01,Team C,Sarah,77,91.18,360,4.27,2,98.28
2025-05-29,Team C,Aaron,95,88.77,392,4.09,2,97.1
2025-07-05,Team C,Sophia,103,100,326,4.01,3,95.34
2025-01-27,Team D,Mary,79,95.46,320,4.75,0,94.84
2025-04-19,Team B,Olivia,75,88.31,331,4.14,2,99.45
2025-12-01,Team A,Aaron,72,86.08,356,4.23,0,96.61
2025-07-22,Team D,Chris,112,92.38,382,4.2,4,98.24
2025-02-28,Team C,Aaron,110,97,219,4.17,4,92.58
2025-05-15,Team A,Emma,84,89.78,402,4.07,1,95.89
2025-10-22,Team D,David,102,91.45,304,4.31,2,95.34
2025-04-27,Team C,Grace,77,93.82,333,4.62,1,96.58
2025-03-18,Team C,David,105,92.95,248,4.37,4,95.14
2025-10-12,Team D,Sarah,84,92.81,327,4.84,1,93.75
2025-07-26,Team B,Kevin,98,91.07,208,4.64,1,95.23
2025-09-15,Team A,Mary,53,94.86,226,4.72,2,94.94
2025-01-05,Team D,Lisa,103,88.95,238,4.44,1,97.43
2025-05-29,Team B,Ryan,68,87.26,264,4.48,2,93.4
2025-09-28,Team B,Grace,64,90.24,298,4.67,5,95
2025-01-20,Team B,Sarah,91,92.49,295,3.82,1,95.52
2025-11-29,Team C,Nicole,102,95.15,319,5,3,96.45
2025-11-09,Team A,Emma,91,93,385,4.63,6,93.13
2025-08-10,Team D,Chris,90,91.06,305,4.57,0,94.01
2025-11-05,Team D,David,117,93.83,235,4.2,5,96.85
2025-09-18,Team C,Lisa,88,97.33,282,4.55,4,95.89
2025-02-18,Team A,Daniel,84,94.59,336,4.66,6,97.65
2025-05-17,Team B,Michael,86,97.52,325,4.48,1,96.55
2025-08-23,Team C,Chris,64,96.53,351,5,3,93.18
2025-03-04,Team D,Nicole,54,92.31,443,4.47,2,97.18
2025-07-20,Team B,John,70,95.48,360,4.33,2,97.98
2025-12-12,Team C,Nicole,68,89.84,285,4.35,2,98.64
2025-08-05,Team A,Sarah,97,93.38,373,4.8,2,95.47
2025-01-10,Team B,Ryan,78,95.61,298,4.39,3,99.19
2025-08-11,Team B,John,92,94.31,376,3.94,3,96.44
2025-04-02,Team A,Olivia,77,90.67,364,3.96,2,96.19
2025-07-01,Team D,Lisa,95,93.16,274,5,2,96.31
2025-01-25,Team C,Jason,90,92.38,326,4.94,3,95.36
2025-08-14,Team D,Michael,90,88.3,256,4.38,3,93.94
2025-12-22,Team D,Daniel,77,86.56,311,4.65,2,95.6
2025-05-03,Team B,Nicole,100,97.53,310,4.99,1,97.36
2025-10-29,Team D,Amy,53,94.95,325,4.51,1,96.94
2025-07-19,Team D,Kevin,88,91.02,322,4.61,3,95.63
2025-07-21,Team B,Olivia,119,87.03,375,4.53,1,95.99
2025-06-02,Team C,Sarah,71,93.4,217,4.14,1,97.36
2025-10-13,Team D,Kevin,82,96.34,321,5,1,94.59
2025-06-13,Team C,Chris,72,91.85,322,4.46,1,98.59
2025-12-05,Team D,Sophia,77,99.36,369,4.75,3,95.32
2025-10-22,Team A,Ryan,72,91.01,367,4.09,1,100
2025-02-05,Team A,Aaron,63,94.98,261,4.51,4,96.9
2025-03-05,Team D,Aaron,55,95.56,384,4.09,0,99.58
2025-04-18,Team C,Jason,107,95.79,381,4.88,1,91.8
2025-02-27,Team A,Aaron,101,98.13,252,4.02,1,97.92
2025-06-20,Team D,Ryan,72,88.86,308,4.13,1,99.25
2025-10-10,Team D,Ryan,86,96.22,315,5,4,93.76
2025-04-10,Team C,Ryan,56,92.46,373,5,2,97.42
2025-09-30,Team D,Sarah,84,92.74,334,4.54,0,94.05
2025-02-04,Team C,Alex,81,94.42,329,4.14,3,93.79
2025-03-29,Team C,Daniel,85,95,331,4.43,4,97.57
2025-08-18,Team A,Grace,87,90.76,286,4.59,0,95.53
2025-12-16,Team C,David,76,90.46,315,4.22,5,97.11
2025-06-12,Team D,Amy,102,94.77,367,4.46,1,98.15
2025-10-19,Team B,Kevin,91,95.05,368,4.07,2,95.56
2025-02-24,Team D,Nicole,71,92.24,323,4.35,1,97.06
2025-12-25,Team C,Rachel,67,95,383,4.37,2,93.56
2025-10-13,Team B,Olivia,81,90.7,314,4.25,4,96.39
2025-01-14,Team C,John,73,91.35,248,4.49,2,97.08
2025-04-19,Team B,Olivia,94,95.46,346,4.43,4,92.83
2025-10-20,Team D,Rachel,78,95.59,372,3.88,2,95.39
2025-10-06,Team C,Lisa,75,89.74,327,4.09,1,93.94
2025-08-17,Team A,Rachel,100,88.52,304,4.82,2,96.46
2025-06-30,Team A,Lisa,90,89.13,336,4.48,2,94.57
2025-09-24,Team C,Michael,97,93.12,414,4.34,0,96.57
2025-09-14,Team C,David,85,100,461,4.53,0,98.76
2025-12-31,Team D,Lisa,78,95.08,350,4.73,3,97.66
2025-06-30,Team D,Chris,84,97.01,291,4.15,4,94.24
2025-07-22,Team D,Aaron,77,93.11,360,4.2,2,93.22
2025-10-31,Team A,Kevin,73,92.63,294,4.51,2,96.43
2025-01-14,Team C,Olivia,94,94.04,367,4.68,1,98.18
2025-10-04,Team C,Nicole,95,93.21,419,4.97,2,97.15
2025-04-07,Team D,Lisa,69,90.24,329,4.71,0,93.19
2025-08-13,Team D,Aaron,82,93.3,356,4.38,0,96.53
2025-03-28,Team B,Michael,52,94.85,363,4.08,1,93.43
2025-04-26,Team C,Daniel,98,96.09,278,4.35,0,94.61
2025-01-21,Team D,Emma,81,94.12,328,4.23,0,97.65
2025-03-23,Team A,Daniel,92,92.74,418,4.67,3,96.2
2025-04-26,Team B,Lisa,81,97.46,330,4.64,3,95.85
2025-10-24,Team C,Ryan,110,94.79,360,4.35,1,97.53
2025-08-11,Team B,Michael,85,96.05,354,4.43,3,97.36
2025-08-02,Team A,Mary,78,93.31,296,4.51,1,94.27
2025-05-30,Team D,Sophia,105,91.02,330,4.43,2,97.33
2025-10-11,Team A,Emma,85,93.45,376,3.82,1,97.69
2025-06-04,Team D,David,71,90.34,286,4.25,5,95.63
2025-11-11,Team D,Sarah,84,88.5,292,4.14,1,95.77
2025-01-17,Team C,Ryan,89,93.42,257,4.14,1,100
2025-12-21,Team D,Lisa,69,90.87,334,4.26,1,100
2025-03-23,Team C,David,95,95.41,374,3.92,1,93.17
2025-09-01,Team A,David,96,92.28,222,4.24,1,100
2025-03-05,Team C,Mary,89,96.58,337,4.24,2,94.76
2025-11-28,Team B,Emma,78,96.77,327,4.26,3,93.95
2025-04-10,Team C,Daniel,87,89.37,353,4.15,1,94.93
2025-06-29,Team B,Ryan,74,92.76,326,4.36,1,95.56
2025-12-11,Team D,Olivia,96,92.47,397,4.25,1,97.19
2025-05-14,Team A,Chris,92,95.21,323,3.79,1,91.55
2025-08-28,Team D,Grace,83,90.7,295,4.16,1,98.48
2025-01-07,Team C,Lisa,73,87.7,348,4.51,1,95.34
2025-08-01,Team D,Grace,82,93.46,348,4.26,2,96.49
2025-03-27,Team A,Sarah,99,91.8,275,4.32,4,94.44
2025-07-29,Team D,Alex,65,96.2,287,4.56,3,95.73
2025-10-03,Team A,Kevin,76,84.45,323,3.85,1,96.68
2025-02-04,Team D,Daniel,72,94.19,253,4.56,3,99.55
2025-09-15,Team A,David,59,92.79,367,3.93,0,95.11
2025-06-23,Team A,Rachel,77,99.49,297,4.5,0,94.32
2025-04-01,Team D,Mary,67,91.81,452,4.48,2,98.82
2025-01-05,Team A,Ryan,59,93.39,332,4.34,2,93.75
2025-06-18,Team D,Ryan,115,95.43,321,4.25,0,95.14
2025-02-24,Team C,Grace,77,92.93,375,4.68,0,94.5
2025-10-20,Team D,Olivia,87,95.85,355,3.73,1,94.2
2025-06-13,Team D,Lisa,59,91.75,281,5,3,98.03
2025-12-15,Team D,Chris,77,93.72,332,4.29,4,93.89
2025-05-13,Team D,Rachel,92,92.82,329,4.05,2,94.78
2025-03-18,Team C,Aaron,84,87.64,377,3.82,3,95.17
2025-09-05,Team C,John,103,90.05,257,4.43,1,96.46
2025-02-28,Team A,Sophia,78,95.6,438,4.46,1,98.77
2025-08-06,Team D,Lisa,83,93.34,406,3.98,2,96.92
2025-05-17,Team B,Emma,65,90.49,320,4.82,1,94.8
2025-12-09,Team D,Ryan,90,91.19,398,4.67,2,94.88
2025-07-22,Team C,Michael,84,93.12,323,4.09,3,92.28
2025-07-30,Team B,Sarah,61,95.93,336,4.29,0,93.84
2025-02-12,Team A,Alex,69,94.23,286,4.5,3,97.45
2025-06-15,Team D,Michael,84,96.65,292,4.76,2,96.01
2025-09-09,Team C,Chris,63,96.12,384,4.18,2,94.69
2025-12-30,Team B,Rachel,78,98.72,338,4.43,1,94.74
2025-06-06,Team D,Olivia,80,94.37,270,4.44,1,93.83
2025-04-14,Team A,Amy,72,92.13,286,4.57,1,92.72
2025-04-16,Team C,Kevin,83,97.01,254,4.48,1,94.67
2025-01-06,Team C,Ryan,63,95.42,313,4.37,2,93.4
2025-02-25,Team A,John,107,89.97,319,4.17,1,92.63
2025-05-15,Team C,Daniel,68,97.33,319,4.38,0,94.64
2025-07-23,Team D,Sophia,93,93.46,251,4.62,4,95.09
2025-07-17,Team C,David,87,92.85,343,4.25,1,96.44
2025-09-07,Team D,Jason,60,88.39,336,4.28,1,95.75
2025-05-27,Team A,Mary,71,95.25,280,4.2,2,96.87
2025-03-29,Team B,Daniel,69,90.91,262,4.4,1,97.7
2025-01-08,Team A,Daniel,100,92.03,279,4.06,0,98.04
2025-01-19,Team B,Olivia,86,98.86,308,4.64,2,98.46
2025-06-11,Team C,David,92,92.71,327,4.5,0,97.38
2025-10-23,Team A,John,89,97.15,359,4.05,3,98.33
2025-09-14,Team A,Rachel,85,98.47,309,4.18,1,97.59
2025-08-16,Team D,Olivia,104,96.27,283,4.76,2,93.12
2025-11-10,Team B,Lisa,93,92.17,252,4.18,3,95.98
2025-08-03,Team A,Amy,53,97.16,346,4.81,2,93.67
2025-09-16,Team C,Daniel,91,91.28,379,3.93,0,94.53
2025-07-01,Team D,Jason,81,91.79,255,4.39,0,100
2025-02-02,Team C,Daniel,65,93.32,350,4.4,3,95.4
2025-08-17,Team D,Chris,51,96.21,354,5,1,96.53
2025-03-09,Team B,Chris,48,95.02,316,4.7,1,96.72
2025-12-28,Team A,Grace,66,98.2,314,4.39,0,97.92
2025-03-29,Team C,David,92,93.72,296,4.23,2,94.71
2025-06-19,Team C,Ryan,75,97.94,317,4.55,3,96.14
2025-08-12,Team B,Kevin,71,90.19,350,3.81,1,95.75
2025-11-28,Team D,David,100,96.39,315,4.04,1,95.03
2025-09-28,Team D,Daniel,89,90.72,368,4.64,2,99.13
2025-07-30,Team A,Aaron,96,93.8,432,4.14,0,93.45
2025-08-26,Team B,Grace,82,91.72,381,4.49,1,96.66
2025-08-22,Team C,David,91,87.2,383,4.66,1,94.41
2025-06-30,Team B,Grace,99,96.43,360,4.79,2,92.49
2025-08-04,Team A,Olivia,122,93.84,309,4.24,2,98.02
2025-02-22,Team A,Amy,113,91.22,346,4.61,2,96.53
2025-09-18,Team A,Lisa,79,95.21,321,4.27,1,95.48
2025-02-10,Team C,Olivia,57,94.72,378,4.21,0,94.56
2025-07-24,Team D,Jason,95,92.27,356,4.04,3,100
2025-07-09,Team C,Kevin,115,90.57,301,4.78,4,96.85
2025-05-04,Team B,Grace,90,91.29,381,4.04,1,95.72
2025-03-22,Team C,John,79,93.8,313,4.61,3,97.69
2025-08-16,Team B,Daniel,80,92.14,338,4.52,1,93.16
2025-11-26,Team B,Kevin,97,91.56,290,4.55,1,94.47
2025-11-11,Team A,Ryan,86,95.42,315,4.52,1,93.81
2025-05-25,Team A,John,84,91.9,331,4.62,2,96.65
2025-02-20,Team C,Kevin,64,92.22,216,4.67,2,97.26
2025-10-01,Team B,Rachel,69,100,249,4.52,2,92.57
2025-02-26,Team C,Mary,74,95.34,355,4.77,2,94.6
2025-07-02,Team D,Nicole,81,91.24,330,4.12,2,93.17
2025-09-08,Team C,Michael,95,93.59,383,4.85,2,90.54
2025-01-31,Team A,Kevin,97,94.4,321,4.67,3,98.06
2025-08-31,Team A,Rachel,79,94.02,294,4.15,2,97.42
2025-12-10,Team B,Sarah,94,92.82,282,4.68,2,95.68
2025-04-18,Team A,John,55,95.31,314,4.22,4,95.43
2025-09-07,Team C,Ryan,91,93.36,367,4.24,2,99.65
2025-03-18,Team B,Mary,93,90.45,280,4.22,1,94.33
2025-08-14,Team B,Amy,81,87,324,4.3,3,96.5
2025-07-10,Team C,Amy,72,91.87,307,4.39,5,99.49
2025-05-11,Team B,David,94,86.89,301,4.27,3,96.77
2025-09-20,Team C,Olivia,86,87.1,318,4.91,0,95.13
2025-10-07,Team A,David,85,93.57,341,5,2,93.32
2025-12-01,Team C,Aaron,64,93.79,338,3.95,2,94.23
2025-04-25,Team D,Sarah,98,92.93,320,4.3,5,96.81
2025-02-24,Team D,Sarah,108,91.96,394,4.38,4,95.66
2025-01-12,Team C,Sophia,51,91.75,301,4.34,1,96.69
2025-04-25,Team A,Ryan,73,95.28,330,4.36,3,95.83
2025-09-30,Team A,Emma,86,87.35,414,4.68,3,95.2
2025-07-01,Team C,Mary,68,93.07,366,4.43,5,97.06
2025-05-19,Team D,Sophia,83,90.51,394,4.56,2,94.96
2025-07-30,Team B,Sophia,79,86.77,347,4.69,1,95.01
2025-03-24,Team D,John,77,89.07,310,4.35,1,99.02
2025-04-15,Team B,Aaron,112,91.95,309,4.24,3,95.45
2025-12-18,Team B,Rachel,87,97.04,246,4.53,2,95.51
2025-09-03,Team B,Amy,70,96.55,257,4.36,2,93.89
2025-10-28,Team A,Nicole,92,90.9,405,4.27,3,96.39
2025-12-10,Team A,Kevin,97,96.78,298,4.75,2,93.97
2025-08-16,Team B,Nicole,113,89.43,278,4.83,3,96.23
2025-10-31,Team A,Nicole,53,94.45,406,4.46,1,97.06
2025-08-31,Team D,Grace,102,87.05,344,4.52,1,95.94
2025-04-07,Team B,Aaron,90,92.4,307,4.71,0,95.04
2025-03-11,Team A,Lisa,96,92.64,396,3.89,0,94.84
2025-01-08,Team A,Lisa,90,94.5,188,4.33,3,97.18
2025-05-05,Team D,Daniel,82,94.24,438,4.52,1,98.86
2025-08-02,Team B,Emma,74,92.23,380,4.67,0,96.58
2025-02-03,Team C,Mary,85,92.97,316,4.46,2,99.33
2025-02-11,Team D,Grace,83,98.64,362,4.76,4,97.45
2025-12-03,Team D,Sophia,108,90.68,245,4.2,2,94.64
2025-12-13,Team B,Lisa,89,92.71,299,3.9,0,95.24
2025-05-05,Team C,John,90,90.2,309,4.38,2,98.2
2025-12-22,Team D,Alex,83,91.86,340,4.1,4,99.16
2025-06-29,Team B,Kevin,89,92.77,323,4.68,3,96.03
2025-03-25,Team C,Olivia,108,93.23,413,4.49,2,96.76
2025-08-06,Team A,Olivia,80,94.45,249,4.34,5,95.56
2025-10-05,Team B,Kevin,92,98.75,216,4.39,3,97.74
2025-02-08,Team D,Grace,64,88.82,377,4.71,1,96
2025-06-24,Team C,Sophia,59,90.5,334,4.61,2,97.59
2025-10-13,Team A,Emma,81,92.58,309,4.3,4,96
2025-06-01,Team C,Emma,84,95.23,327,3.83,1,93.22
2025-12-18,Team D,Michael,68,92.89,271,4.33,2,93.16
2025-09-16,Team C,Amy,77,94.28,435,4.6,4,95.34
2025-05-08,Team B,Sarah,92,97.77,250,3.97,1,96.53
2025-04-08,Team D,Alex,91,98.98,317,4.37,1,95.11
2025-03-24,Team D,Lisa,85,88.49,343,3.87,2,96.53
2025-02-26,Team D,Amy,78,94.04,279,4.23,0,92.74
2025-02-05,Team D,David,88,93.81,230,4.32,1,95.35
2025-03-29,Team D,Kevin,80,91.47,406,4.67,2,95.06
2025-05-10,Team C,Lisa,98,94.74,251,4.8,0,95.9
2025-10-13,Team C,Mary,85,92.37,363,4.1,5,99.89
2025-04-20,Team A,Amy,73,92.86,295,4.32,1,95
2025-10-16,Team A,Mary,56,92,417,4.3,0,97.59
2025-10-29,Team A,Sophia,75,90.17,307,4.6,2,95.03
2025-07-01,Team A,Nicole,75,96.25,302,5,4,97.79
2025-09-18,Team B,Michael,72,90.82,379,4.23,1,96.19
2025-12-12,Team A,Michael,86,92.65,288,4.33,3,96.27
2025-12-02,Team D,Jason,98,95,325,4.53,3,96.73
2025-07-06,Team A,Chris,65,90.02,374,4.99,2,95.29
2025-11-05,Team A,Grace,83,93.2,294,3.87,0,98.87
2025-11-11,Team A,Ryan,79,91.85,368,4.61,1,94.62
2025-09-07,Team C,Sarah,81,91.98,271,4.57,2,93.09
2025-04-27,Team D,Aaron,81,88.96,355,4.39,1,98.12
2025-03-20,Team C,Sarah,97,90.84,365,3.87,1,96.87
2025-10-24,Team C,Grace,92,97.19,292,4.16,0,98.73
2025-11-04,Team D,Alex,100,94.58,327,4.35,4,91.02
2025-11-05,Team B,John,104,92.4,362,4.29,4,95.82
2025-02-26,Team C,Grace,86,97.53,381,4.3,1,93.73
2025-03-30,Team D,Michael,86,92.3,223,4.4,0,92.28
2025-04-19,Team D,Emma,91,93.72,229,4.92,4,96.6
2025-11-16,Team A,Nicole,51,93.44,330,4.07,2,98.7
2025-09-24,Team B,Daniel,80,96.02,322,5,3,97.93
2025-04-26,Team C,Daniel,60,94.78,368,3.62,3,96.58
2025-07-10,Team C,Rachel,89,95.79,331,4.52,6,98.73
2025-07-26,Team C,Sophia,90,91.77,275,4.53,0,92.83
2025-12-02,Team B,Sarah,89,89.3,384,4.08,4,94.99
2025-02-01,Team A,Ryan,80,92.85,310,4.19,2,95.91
2025-01-03,Team C,Alex,87,93.43,334,4.64,2,98.1
2025-05-25,Team A,David,76,93.76,367,4.38,1,94.79
2025-09-02,Team C,Daniel,99,95.98,337,4.66,1,98.51
2025-01-02,Team B,Olivia,51,92.63,202,4.09,1,93.63
2025-03-01,Team C,Ryan,81,98.66,281,4.47,0,98.26
2025-08-17,Team C,Mary,90,88.57,232,4.21,4,98.69
2025-03-04,Team C,Grace,86,95.67,345,4.43,3,91.8
2025-06-15,Team D,Grace,60,91.27,368,4.55,2,94.53
2025-06-08,Team A,Alex,92,98.43,311,4.28,1,95.57
2025-05-02,Team C,Sarah,83,96.34,434,4.28,0,95.99
2025-07-05,Team A,Michael,68,93.8,364,4.18,1,92.31
2025-04-24,Team A,Chris,66,91.2,292,4.4,2,98.42
2025-03-23,Team B,Ryan,91,93.38,267,4.23,3,96.19
2025-01-31,Team C,Grace,82,99.4,381,4.53,3,96.27
2025-08-05,Team D,Sarah,62,94.04,324,4.46,0,99.48
2025-11-14,Team C,Mary,103,90.6,359,4.14,2,94.04
2025-06-29,Team B,Emma,92,93.1,279,4.32,2,94.71
2025-08-12,Team D,Chris,72,89.86,336,4.43,2,92.12
2025-07-22,Team A,Jason,78,89.04,281,4.21,3,94.93
2025-07-25,Team D,John,95,93.79,309,4.33,4,97.46
2025-12-04,Team B,Lisa,71,99.98,414,4.57,2,93.16
2025-12-26,Team D,Daniel,106,94.37,268,4.33,2,97.45
2025-10-05,Team A,Chris,69,90.41,225,3.73,3,95.24
2025-06-22,Team B,Nicole,84,97.56,265,4.17,0,92.42
2025-01-05,Team A,Olivia,37,92.81,390,4.55,1,94.46
2025-11-05,Team C,Sophia,94,93.3,238,4.03,2,94.65
2025-05-09,Team A,Sarah,68,94.13,326,4.51,0,97.32
2025-11-29,Team D,Emma,80,96.34,263,4.24,0,95.56
2025-04-14,Team B,Ryan,86,96.76,291,4.53,1,98.24
2025-06-24,Team A,Aaron,95,94.18,310,4.22,2,95.5
2025-11-27,Team C,Daniel,84,93.2,332,4.11,1,96.72
2025-06-14,Team C,Michael,91,95.6,308,4.18,2,96.58
2025-12-26,Team A,Sophia,91,92.44,355,4.19,0,97.18
2025-06-11,Team B,Sarah,86,95.8,288,4.3,3,96.41
2025-03-30,Team C,Amy,101,94.92,335,4.6,2,92.85
2025-12-20,Team C,Grace,94,91.76,263,4.24,3,98.35
2025-05-20,Team D,David,71,90.73,388,4.8,2,92.19
2025-12-04,Team B,Lisa,96,97.84,265,4.48,1,93.22
2025-12-10,Team D,Nicole,78,95.58,297,3.94,1,96.34
2025-04-15,Team A,Alex,84,94.81,363,4.5,4,94.86
2025-08-31,Team A,Grace,92,93.91,271,4.91,2,94.86
2025-04-14,Team A,Grace,103,89.88,285,4.67,2,94.2
2025-11-07,Team D,Ryan,99,91.78,362,4.39,1,92.95
2025-09-18,Team D,Jason,48,93.58,221,4.51,1,93.33
